11.0.B.jpg; A woman is wearing a gray blazer with a white shirt underneath. She has brown hair and is smiling with her mouth closed. She is in a professional setting. The feeling of the image is one of confidence and self-assuredness.  today's ranker interview: na joyeon! above her head. d.i guild affiliation  at the bottom of the page. 
11.1.F.jpg; A woman with long blonde hair is visible in the image. The woman is only shown from the back. She is wearing a dark jacket. The woman is standing in a desolate area with large pieces of rock around her. She seems to be gazing at something in the distance. The setting appears to be a ruined city. The picture conveys a feeling of sadness and loss. i remember that vivid ray of light touching my face. below the woman. 
11.5.B.0.jpg; A man with dark hair and blue eyes is visible in the image. He is wearing a white shirt under a brown jacket. He has a serious expression on his face. He is standing in a forest setting. The image is slightly blue-toned and gives the feeling of suspicion.  she probably specializes in mind control. above the man. 
11.3.E.1.jpg; A woman with long brown hair tied up in a ponytail is visible in the image. The woman is wearing a light brown shirt with a white v-neck. The woman has her mouth open, her eyes are wide open, and tears are streaming down her cheeks. The woman looks terrified and distressed. The woman is in a forest with a thin branch visible beside her head. The woman is holding a thin branch with her left hand as if she's trying to hold onto something.  She looks in extreme fear and pain as if something horrible has just happened.  The woman's expression is one of extreme shock and horror.  The woman is surrounded by a light brown, textured background.  She looks like she's going to collapse at any moment.  The feeling the image conveys is extreme terror and fear.  The woman's eyes are filled with fear, and her face is twisted in pain.  The whole image conveys an overwhelming sense of despair and helplessness. 
11.7.A.1.jpg; A man with black hair is visible in the image. He has a serious expression. He is looking at the left of the image. The man's body is visible, he has a white shirt and a dark jacket over the top. He is standing with his arms down by his side. The man is surrounded by a dark, unclear background.  A figure is seen behind the man. This figure has black eyes, black hair and a brown top. They are looking down at the ground. The figure is wearing a brown jacket. The figure is hunched over and looks distressed. The man looks angry.  what's this? do you and jyo know each other...? above the man. don't glare at me like you were betrayed by your insincere ally... below the man.  The image conveys a sense of betrayal and anger. 
11.2.A.0.jpg; A woman with long blonde hair is shown in the picture. The woman is smiling and her eyes are closed. Her hands are clasped together. The woman looks very happy. The picture gives off a sense of joy and contentment. as a human being, if we live forgetting that we were saved by someone else, above the woman. 
11.5.B.1.jpg; A man with dark hair and blue eyes is visible. His eyes are narrowed and he looks angry. The man is thinking about the situation and thinking to himself about the other person.  what a troublesome ability. above the man. i'd better get a good look on his face before i get rid of him. above the man. what a scumbag, taking advantage of others... below the man.  
11.0.C.jpg; A man is wearing a white shirt, black pants, and black shoes. He has brown hair and his arms are crossed.  A woman is wearing a gray blazer, a white shirt, black pants, and black shoes. Her brown hair is down and she has her legs crossed. She is smiling with her mouth closed. Both people are sitting down and facing each other. A person is recording the interview. They are all in a professional setting. The feeling of the image is one of professionalism and preparedness. first of all, this is the question that most people are curious about. above their heads. class aa support ranker "na joyeon" at the top of the page. 
11.3.F.jpg; A man with short, black hair is visible in the image. The man's face is visible, but the rest of his body is not.  The man's face is full of rage, and he is gritting his teeth. His eyes are wide open. The man is in a dark room, and there is a light shining on his face. The man's expression is fierce, and he looks determined. The image conveys a sense of anger and frustration. The man is likely about to make a decision that will affect the future of the story. The image suggests that the man is about to unleash his power, and the consequences will be devastating. 
11.7.B.jpg; A man with black hair is visible in the image. He is standing with his arms outstretched in front of him. He is wearing a dark jacket and a white t-shirt underneath. He has a serious expression. He is standing looking right. The man is standing in front of a shadowy, red figure with white eyes, a monster. The monster is hunched over and appears to be moving quickly toward the man. This monster has sharp claws and an elongated body. The man is in front of a blurry green and brown background. The background appears to be grass.  it's cold out here, and you're just going to sit around like this? let's make a fire. above the man.  The man appears anxious and scared as the monster approaches him. 
11.2.A.1.jpg; The image contains two text bubbles. The first bubble says: it would be the end of our humanity. and the second bubble says: i want to live like a 'human' rather than being a 'cool' person. The image has a dark background. The image gives off a serious feeling. 
11.0.D.jpg; A man with short, dark hair is in front of a TV watching a woman with brown hair. The woman has a smile on her face and her hair is down. The man looks intently at the TV. The setting is a room with a TV on the wall.  is there any particular reason for this? above the man's head. what do you think people like about hunters? below the man's head.  The feeling of the image is one of intrigue and curiosity. despite being a high ranked aa and a high ranked healer. at the top of the page. 
11.5.C.0.jpg; Two characters are visible in the image. A girl with brown hair and a man with dark hair. The girl is jumping in the air and holding a basket with fish inside it. The man is lying on the ground looking up. They are in a forest setting. The image is light pink-toned and gives the feeling of excitement. i'm here!! above the girl. jyo-nim!! above the man. 
11.4.A.0.jpg; A man with dark hair, dark eyes, and a worried expression is visible in the image.  The man is wearing a white shirt.  The man's face is the only part of his body that is visible.  The man is standing in a forest, and the background is green. The man's eyes are filled with worry, and his brows are furrowed. The man seems to be trying to help someone, but he doesn't know how. The man is trying to understand what's happening. The man is worried about someone he cares about. The image conveys a sense of concern and empathy. it's okay. i can help you. is someone exploiting you? is positioned above the man. 
11.7.C.0.jpg; A man with black hair is visible in the image. He is looking down. He has a worried expression. He is wearing a dark jacket and has a white t-shirt underneath. His body is visible, he is standing with his arms down by his side. The man is standing against a bright blue sky. The man is in a dark and shadowed area.  i'll be the one to go get the firewood. above the man. na joyeon, it's your first time, you should rest here. like a useless person. below the man.  The man appears to be feeling overwhelmed and stressed by his current situation. 
11.2.C.jpg; The image contains a text bubble. The text bubble says: inside the tutorial stage. The image has a large green tree in the bottom left corner of the image. The background of the image is a blue sky with white clouds. The image gives off a peaceful feeling. 
11.1.A.0.jpg; A woman with brown hair and her eyes closed is shown in the image. Her face is the only part of her body that is visible.  The setting is a room with a black background.  The feeling of the image is one of contemplation and internal strength. well, is there a citizen who dislikes heroes? i am doubtful of this. above her head. yes. for me, it's the same. i want to be a hero of the human race. below her head. 
11.5.C.1.jpg; A girl with dark hair and purple eyes is visible. She is wearing a black hoodie. The girl is looking down and thinking about the situation. Another character with dark hair is visible at the top of the image. The image is gray-toned and gives the feeling of disappointment. what the hell, i don't like fish. above the girl. the performance of this place is not good. below the girl. 
11.4.A.1.jpg; A man and a woman are visible in the image. The woman is wearing a light brown shirt and pants, and the man is wearing a gray shirt and black pants. The man is holding a sword in his hand, and the woman is holding a stick in her hand. The man and woman are in a forest with a river in the background. The man looks worried, and the woman looks embarrassed. The man looks like he wants to explain something, and the woman looks like she's trying to avoid something.  The woman looks like she's trying to deny something.  The image conveys a sense of awkwardness and discomfort. oh, no, it's not like that at all, it's just... is positioned beneath the characters. 
11.3.A.0.jpg; A man with black hair is visible in the image. The man's eyes are wide open. His expression seems to be one of shock. A text bubble above his head says jo... The man looks very surprised. 
11.7.C.1.jpg; A man with black hair is visible. He is wearing a dark jacket and a white t-shirt underneath. He is lying down on his stomach. He is wearing black gloves and he has a large, black, hooded cloak. He appears to be asleep. The man is lying on a pink background.  wh-what did you say at the end?! above the man. what did i say...? you seems to have a fierce temper. above the man. i'm sleepy. below the man.  The image conveys a sense of annoyance and frustration.  
11.1.A.1.jpg; A woman with brown hair is wearing a gray blazer and has a big smile on her face. Her eyes are open wide and her mouth is open.  The setting is a black background.  The feeling of the image is one of confidence and excitement. 
11.6.A.0.jpg; Two characters are visible. A girl with brown hair is visible. She has a sad expression on her face. A girl with dark hair is visible. She is looking down at the other character. They are in a dimly lit setting. The image is grey-toned and gives the feeling of sadness and defeat. bad supporting cast! bad supporting role!! above the brown haired girl. uh-huh. stop. stop. below the dark haired girl.  
11.3.A.1.jpg; A man with black hair is visible in the image. The man is wearing a white shirt underneath a dark jacket. He is looking down and seems surprised. A text above his head says joyeon...? The man looks confused. 
11.4.B.jpg; A man with dark hair is visible in the image. The man's eyes are wide open and his mouth is slightly open. The man looks worried and concerned. The man is standing in a forest. The man looks like he's about to make a decision. The man is thinking about what to do. The man looks like he's trying to understand something. The image conveys a sense of confusion and uncertainty. The man is trying to figure out what's going on. The man is trying to make sense of the situation. The image suggests that the man is about to confront someone. so you're hunting a monster you're not going to eat by your own free will. is positioned above the man. did someone make you do it? is positioned below the man. 
11.8.A.jpg; The image shows a building, what appears to be a cafe, with a large green circle above the storefront and a sign that reads "sta" below it. The cafe has a large storefront with a double door entry. The building is brick. The cafe is positioned under a blue sky with light clouds.  The image conveys a sense of calm and peace. 
11.1.B.jpg;  A camera is the only object shown in the image. The camera is pointed at the viewer, but the viewer is not shown.  The setting is a black background. The feeling of the image is one of mystery and anticipation. i'm a survivor of the incheon first class disaster. above the camera. 
11.6.A.1.jpg; A girl with brown hair is on the ground, looking down at the floor. She is crying and appears very sad. A man with dark hair is standing behind her. He appears calm and is looking at her. A girl with dark hair is visible in the top right corner. The image gives the feeling of defeat and sorrow. how merciful of you...! below the girl. 
11.3.B.jpg; A woman with brown hair and large eyes is visible in the image. Her mouth is open and it looks like she is yelling. The woman is wearing a grey shirt. She is standing in a blue water setting. A text above her head says huh...? dohyun. The woman looks angry and frustrated. 
11.4.C.jpg; A woman with long brown hair tied up in a ponytail is visible in the image. The woman is wearing a light brown shirt. The woman has her mouth open, her eyes are wide open, and tears are streaming down her cheeks. The woman is in a forest. The woman looks scared, desperate, and embarrassed.  The woman looks worried and stressed. The woman looks like she's about to cry. The image conveys a sense of fear and sadness. The woman looks like she's trying to explain something. The woman looks like she's trying to justify her actions. The woman looks like she's trying to avoid a confrontation. dohyun, i swear, i was never forced or threatened. is positioned above the woman. it's just, it's just... is positioned below the woman. 
11.1.C.jpg; A woman with brown hair is wearing a gray blazer and a red tie. Her eyes are wide open.  She is in the middle of a disaster, as seen by the cracked concrete surrounding her. The feeling of the image is one of shock and disbelief.  you know, after i was rescued, i didn't remember as much as i thought. above her head. 
11.8.B.0.jpg; A man with black hair is visible in the image. He is wearing a black suit jacket with a black shirt underneath. He is jumping in the air. He has a determined expression and his arms are outstretched by his side.  He is jumping towards the left side of the image. He is surrounded by a dark, cloudy background. Two figures are seen in the background. One is a man in armor, with a red cape. He has a sword. He is facing the right. The other is a blurred figure, similar to a man in armor. They appear to be falling from the sky. The man is in the middle of a fight, the action appears to be taking place in the sky.  as we speak-! the s-rank hunter is here-!! above the man. the ranked hunter is n-night rain! below the man. he immediately took out his weapon! below the man.  The man is focused and serious, he appears to be ready to fight. 
11.6.B.jpg; This is a blank image with text in the center. The image has no characters or a setting and conveys the feeling of suspense. mind control... in the center.  
11.3.C.jpg; A man and a woman are visible in the image. The woman is standing in a river and is holding a fishing net with two wooden sticks. The man is standing on the river bank and looking at the woman. The woman looks startled. The setting of the image is a forest with a river running through it.  The image gives off a feeling of surprise. 
11.1.D.jpg; There are two large wings, one above the other. The wings are gray and are spread out against a blue sky with a white light coming from the upper right side of the image. The feeling of the image is one of power and mystery. 
11.8.B.1.jpg; A man in armor is visible in the image.  The man is holding a sword with his right hand. The man is positioned in a crouched position. He has a determined expression on his face. The man is wearing a helmet.  The background is dark with some blur and lines going through it. The man appears to be focused and ready to fight.  The image conveys a sense of action and aggression. 
